id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
944,Kingdom Fire,Movie,Sci-Fi,Animation,1990,103,G,English,Japan,8.3,755027,121486,0,0,FALSE,2023-07-21,FALSE
945,Battle Love,Documentary,Sport,Sci-Fi,2010,97,TV-Y7,English,USA,6.6,11115414,64610932.91,0,0,TRUE,2023-04-30,FALSE
946,My Dragon,Movie,Comedy,Action,2001,83,G,English,France,6.5,10571426,2106307,0,0,FALSE,2023-09-28,FALSE
947,Night House,Movie,Biography,None,1999,84,PG-13,Spanish,USA,9.3,7872425,5076773,0,0,FALSE,2023-04-23,FALSE
948,Last City,TV Series,History,None,2015,52,TV-Y,English,USA,6.8,11115414,64610932.91,1,164,TRUE,2022-11-15,FALSE
949,Warrior Fire,Movie,History,Adventure,2006,106,G,Italian,USA,6.0,10082632,2344323,0,0,FALSE,2023-10-16,TRUE
950,Battle War,TV Series,Thriller,None,2000,55,TV-14,Korean,USA,6.1,11115414,64610932.91,11,184,FALSE,2024-03-30,FALSE
951,Queen Queen,TV Series,Horror,None,2020,38,G,English,USA,6.7,11115414,64610932.91,6,72,TRUE,2020-09-20,FALSE
952,A Mystery,Movie,Western,Music,2009,121,PG,English,USA,8.8,9065794,64610932.91,0,0,FALSE,2023-07-21,FALSE
953,House Story,Documentary,Drama,Western,1999,108,TV-G,Spanish,South Korea,5.0,11115414,64610932.91,0,0,FALSE,2020-11-27,FALSE
954,King Fire,Movie,Comedy,None,2020,151,PG,German,USA,5.6,479995,31220059,0,0,TRUE,2020-10-20,FALSE
955,Fire Ice,Movie,Fantasy,None,2022,87,PG-13,Spanish,USA,7.2,11115414,64610932.91,0,0,TRUE,2022-03-03,FALSE
956,Adventure Ice,Stand-up Comedy,Adventure,None,2001,97,G,English,USA,8.4,11115414,64610932.91,0,0,FALSE,2023-01-20,FALSE
957,My Quest,Documentary,Sci-Fi,Family,2024,102,TV-14,Italian,Canada,6.3,11115414,64610932.91,0,0,TRUE,2021-05-24,FALSE
958,Secret Hero,Movie,Thriller,None,2022,104,G,English,USA,9.1,7640901,8187582,0,0,FALSE,2021-05-19,FALSE
959,Dark Mission,TV Series,Animation,None,2016,51,R,French,USA,8.9,11115414,64610932.91,14,17,TRUE,2023-05-11,FALSE
960,A Quest,TV Series,Animation,None,2015,29,PG-13,English,Canada,7.0,11115414,64610932.91,3,46,TRUE,2022-02-23,TRUE
961,House Dragon,Movie,Fantasy,None,2014,115,TV-Y7,Spanish,South Korea,7.3,11115414,341983926,0,0,TRUE,2025-04-30,FALSE
962,Story Warrior,TV Series,History,None,2018,45,TV-PG,English,USA,6.8,11115414,64610932.91,9,198,FALSE,2022-05-03,TRUE
963,Queen Journey,Limited Series,Sci-Fi,None,1998,24,NC-17,English,USA,6.7,11115414,64610932.91,11,30,TRUE,2025-05-18,FALSE
964,Story Warrior,TV Series,Crime,Documentary,1992,58,TV-Y,English,UK,7.1,11115414,64610932.91,4,18,TRUE,2022-11-22,FALSE
964,Kingdom Day,TV Series,Crime,Documentary,1992,58,TV-Y,English,UK,7.1,11115414,64610932.91,4,18,TRUE,2022-11-22,FALSE
965,Our Queen,Movie,Sport,Western,1997,29,PG-13,Spanish,Canada,3.5,1437629,5514939,0,0,FALSE,2020-08-06,FALSE
966,Dream Hero,Stand-up Comedy,Crime,None,2024,70,TV-G,English,USA,5.9,11115414,64610932.91,0,0,FALSE,2024-01-20,FALSE
967,Dark Phoenix,TV Series,Adventure,None,2017,66,TV-G,German,USA,7.0,11115414,64610932.91,11,107,FALSE,2025-04-20,FALSE
968,Family Queen,TV Series,Fantasy,None,1996,46,NC-17,English,USA,5.8,11115414,64610932.91,9,14,FALSE,2024-03-16,FALSE
969,Kingdom Princess,Movie,Crime,Music,1993,131,TV-MA,English,India,6.1,1905142,389765,0,0,FALSE,2022-01-30,FALSE
970,Adventure Legend,TV Series,Biography,None,2005,52,PG,Spanish,USA,6.3,11115414,64610932.91,7,159,FALSE,2021-12-21,TRUE
971,War Adventure,TV Series,Romance,None,1998,48,NC-17,German,Canada,6.3,11115414,64610932.91,9,107,FALSE,2022-04-21,FALSE
972,Secret Family,Stand-up Comedy,Sport,None,1995,54,PG-13,Spanish,USA,6.8,11115414,64610932.91,0,0,FALSE,2024-12-02,FALSE
973,Dream Secret,TV Series,Romance,None,2001,66,R,German,USA,6.2,11115414,64610932.91,3,133,TRUE,2022-10-03,FALSE
974,First Hero,TV Series,Crime,Drama,2002,50,TV-14,English,Germany,5.8,11115414,64610932.91,7,11,FALSE,2024-06-28,FALSE
975,Family Quest,Movie,History,Adventure,2013,101,TV-MA,French,USA,5.5,12437786,110918415,0,0,FALSE,2022-11-14,FALSE
976,Fire Secret,Movie,Adventure,Documentary,2015,111,G,Hindi,Japan,7.3,45933057,2099413,0,0,FALSE,2022-09-16,FALSE
977,Dream Dream,Movie,Family,Romance,2021,131,TV-PG,English,Germany,6.3,1815186,2039126,0,0,FALSE,2021-06-12,FALSE
978,War Battle,Movie,Romance,Music,2017,93,PG-13,Korean,UK,8.5,1669938,5999880,0,0,TRUE,2022-03-23,TRUE
979,Empire Adventure,Movie,War,None,2017,110,R,French,USA,7.6,2371950,64610932.91,0,0,FALSE,2023-10-03,FALSE
980,Warrior Kingdom,TV Series,Adventure,Biography,1966,17,TV-MA,Spanish,USA,8.0,11115414,64610932.91,13,166,FALSE,2024-03-11,FALSE
980,Mission Dream,TV Series,Adventure,Biography,1966,17,TV-MA,Spanish,USA,8.0,11115414,64610932.91,13,166,FALSE,2024-03-11,FALSE
981,Adventure Legend,Movie,Biography,None,2008,90,TV-14,English,India,5.4,11115414,144443940,0,0,TRUE,2025-02-07,FALSE
982,War Secret,Movie,Horror,None,1998,99,TV-PG,Japanese,Japan,9.2,9850569,8806633,0,0,FALSE,2024-05-09,FALSE
983,Legend Warrior,Movie,Action,Romance,2002,61,R,Japanese,Canada,9.4,11539630,248879,0,0,FALSE,2022-03-13,FALSE
984,Family Story,Stand-up Comedy,History,None,2006,59,G,English,Canada,5.8,11115414,64610932.91,0,0,FALSE,2024-09-24,TRUE
985,Little House,Documentary,Sci-Fi,None,2000,89,TV-14,French,France,7.7,11115414,64610932.91,0,0,FALSE,2024-01-21,FALSE
986,Ice Journey,TV Series,Horror,None,2022,37,NC-17,English,USA,8.5,11115414,64610932.91,10,153,FALSE,2023-03-26,FALSE
987,Mission Quest,TV Series,Horror,Sci-Fi,2023,51,TV-Y,English,USA,6.8,11115414,64610932.91,1,93,FALSE,2023-05-26,FALSE
988,Phoenix Story,Stand-up Comedy,War,None,2006,72,R,English,Canada,1.6,11115414,64610932.91,0,0,TRUE,2024-01-09,FALSE
989,Journey Quest,Movie,Biography,Fantasy,2008,168,TV-14,English,Canada,6.9,11115414,784225,0,0,FALSE,2025-07-15,FALSE
990,Day Mystery,Documentary,Mystery,None,1997,28,G,English,USA,3.4,11115414,64610932.91,0,0,FALSE,2025-04-20,FALSE
991,Battle Story,Movie,Drama,None,1992,76,PG,Italian,USA,6.5,4303395,6895198,0,0,FALSE,2021-07-19,FALSE
992,Fire King,Movie,Horror,Music,2018,57,TV-14,English,USA,6.2,461832,64610932.91,0,0,FALSE,2022-12-15,FALSE
993,City Queen,Stand-up Comedy,Western,None,2020,19,PG,Spanish,Canada,3.7,11115414,64610932.91,0,0,FALSE,2025-05-08,FALSE
994,The Storm,Movie,Mystery,None,1990,119,TV-14,German,USA,1.4,11115414,28637,0,0,FALSE,2024-02-22,TRUE
995,Battle City,Movie,Horror,None,2024,185,TV-PG,Japanese,South Korea,7.9,436936,25050655,0,0,FALSE,2024-01-13,FALSE
996,Our Storm,TV Series,Sci-Fi,None,1997,69,NC-17,English,South Korea,6.4,11115414,64610932.91,2,24,FALSE,2021-05-28,TRUE
996,Battle City,TV Series,Sci-Fi,None,1997,69,NC-17,English,South Korea,6.4,11115414,64610932.91,2,24,FALSE,2021-05-28,TRUE
997,Family Story,TV Series,History,Biography,2024,21,R,French,USA,7.1,11115414,64610932.91,11,124,FALSE,2024-02-29,FALSE
998,Family King,Limited Series,Fantasy,None,2013,69,TV-14,English,USA,6.0,11115414,64610932.91,8,162,TRUE,2022-09-25,FALSE
999,Love Battle,Movie,Crime,None,1997,16,TV-Y7,English,USA,7.0,49649970,139707,0,0,FALSE,2024-01-06,FALSE
1000,Story Hero,TV Series,Sport,None,1993,42,NC-17,English,UK,6.3,11115414,64610932.91,10,25,FALSE,2021-09-02,FALSE
